2,"Is there convincing evidence that reusability was considered in the design? (API documented, web service, command line tools, ¡­)",Yes(API),Yes(API),Yes(API),Yes(API),Yes(API),Yes(API),Yes(API),Yes(API),Yes(API),Yes(API),Yes(API),Yes(API),Yes(API),Yes(API),Yes(API),Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No
,Overall impression (/10):,10,10,8,10,10,10,10,8,8,10,8,8,10,10,10,8,10,1,1,1,1,1,1,1,1,1,1,1,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Portability,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,What platforms is the software advertised to work on?,"Windows, Mac OS, Linux","Windows, Mac OS, Linux","Windows, Mac OS, Linux","Windows, Mac OS, Linux","Windows, Mac OS, Linux","Windows, Linux, Mac","Windows, Linux, Mac OS","Windows, Linux, Mac OS","Windows, Linux, Mac OS","Windows, Linux, Mac OS",,"Windows, Linux, Mac OS","Windows, Linux, Mac OS","Windows, Linux, Mac OS","Windows, Linux, Mac OS","Windows, Mac OS, Linux","Windows, Mac OS, Linux","Windows, Linux, Mac OS","Windows, MacOS",Windows,Windows,Windows,Windows,Windows,Windows,Windows,Windows,Windows,Windows,Windows
2,"If source code is available, how do they handle portability?  Branch in repository? Conditional compilation? Make file variables? Etc.",Branch in repository,Branch in repository,Branch in repository,Branch in repository,Branch in repository,Branch in repository,Branch in repository,Branch in repository,Branch in repository,Branch in repository,Branch in repository,Branch in repository,Branch in repository,Branch in repository,Branch in repository,Have no evidence that it handles portability. It has a make file but only suggest using gcc 3.4.4 under cygwin for Windows,Have no evidence that it handles portability. It has a make file but only suggest using gcc 3.4.4 under cygwin for Windows,Not applicable,Not applicable,Not applicable,Unclear,Unclear,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
3,Is portability explicitly identified as NOT being important?,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
4,"Convincing evidence in their documentation that portability has been achieved?  (For instance they discuss dependency on internal bit representations, new lines and carriage returns, testing, etc.",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Unclear,Unclear,No,No,No,No,No,No,No,No,Yes,Yes,No
,Overall impression (/10):,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,6,6,6,6,3,3,3,3,3,3,3,3,5,5,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,(Surface) Understandability (of the code),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Judge understandability by looking at about 10 source files,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Consistent indentation and formatting style?  (Check by selecting some random files and visually comparing.),Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Not applicable,Not applicable,Not applicable,Yes,Mostly yes,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
2,"Explicit identification of a coding standard?  If there is a standard, what is it?",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Not applicable,Not applicable,Not applicable,No,No,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
3,"Does the code use identifiers that are consistent, distinctive, and meaningful?",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"Yes, but some are not meaningful",Yes,Yes,Yes,Yes,Yes,"Yes, but some are not meaningful",Yes,Yes,Not applicable,Not applicable,Not applicable,Mostly yes,Mostly yes,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
4,Are constants (other than 0 and 1) hard coded into the program?,No,No,mostly no,mostly no,mostly no,mostly no,No,mostly no,mostly no,mostly no,mostly no,mostly no,mostly no,mostly no,mostly no,mostly no,No,Not applicable,Not applicable,Not applicable,Yes,Yes,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
5,"Comments : Proper comments written to indicate clear intent of what is being done, not how?",No,No,No,No,No,No,No,"Yes, but not too many",No,No,"Yes, but not too many",Yes,Yes,Yes,"Yes, but not too many",Yes,Yes,Not applicable,Not applicable,Not applicable,Yes,Yes,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
6,"For the sample files selected, is name/URL of any algorithm used mentioned?",No,No,No,No,No,No,No,No,No,No,"Yes,a few",Yes,Yes,Yes,No,No,No,Not applicable,Not applicable,Not applicable,No,No,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
7,Parameters are in the same order for all functions?,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not applicable,Not applicable,Not applicable,Yes,Yes,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
8,Is code modularized?,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not applicable,Not applicable,Not applicable,No,No,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
9,Descriptive names of source code files?,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not applicable,Not applicable,Not applicable,Yes,Yes,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
10,Is a design document provided? (yes or no),Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No
,Overall impression (/10):,7,7,7,7,7,7,7,8,7,7,7,9,9,9,7,8,8,1,1,1,5,5,1,1,1,1,1,1,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Interoperability,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,What (if any) external systems does the software communicate or interoperate with?,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
2,Is there a workflow that uses other software?,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
3,If there are external interactions are the interfaces (API) clearly defined?,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
,Overall impression (/10):,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Visibility/Transparency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,"Is the development process defined?  If yes, what process is used.",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
2,Ease of external examination relative to the average of the other products being considered? (number between 1 and 10),10,8,9,9,9,10,10,10,9,9,8,7,10,9,9,6,6,7,7,6,6,6,5,7,7,6,7,8,8,8
,Overall impression (/10):,9,7,7,8,8,9,9,9,8,8,7,8,9,8,8,6,6,7,7,7,7,7,5,7,7,6,7,8,8,8
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Reproducibility,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,"There is a record of the environment used for their development and testing, including OS, libraries and version numbers?",Only for testing,Only for testing,Only for testing,Only for testing,Only for testing,Only for testing,Only for testing,Only for testing,Only for testing,Only for testing,Only for testing,Only for testing,Only for testing,Only for testing,Only for testing,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
2,Is test data available for verification?,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
3,What (if any) automated tools are used to capture experimental context? (Madagascar? Virtual machine? Etc?),No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
,Overall impression (/10):,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Overall subjective grade on software (F, D, C, B or A):",A,B,B,B,B,A,A,A,B,A,B,B,A+,A,A-,C,C,C,C,C,C,C,D,C,C,D,C,B-,B-,B-
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,AHP pair wise comparisons done separately,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
