6,Are the majority of identified bugs fixed?,N/A,Yes (836/2200),Need an account to view issue tracker,Yes,0/2,No 21/308,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,Yes,Yes,Yes,Yes,Yes,N/A,Yes,Yes,Yes,No,Yes,N/A,N/A,Yes,,
7,"Which concurrent versioning system is in use (git, svn, mercurial, none, etc.)",N/A Not public,SVN,SVN,GitHub,SVN,Git,N/A not open source,N/A,N/A,N/A,N/A,N/A,N/A,N/A Not public,N/A,SVN,SVN,N/A,SVN,CVS,Git,N/A,git,Git,SVN,svn,Git,N/A,svn,Git,,
8,Is there convincing evidence that maintainability was considered in the design?,No,Yes (Programmers Manual),No,No,Yes (http://sourceforge.net/apps/trac/saga-gis/wiki/SAGA%20Source%20Code%20Contribution,Yes (Developers guide),No,N/A,N/A,No,N/A,No,"Yes, explicitly about archive",No,No,No,Doxygen - source code documentation,No,No,No,No,No,No,No,No,No,No,No,No,No,,
9,Are there code clones? (worth investigating where feasible),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Overall impression (/10):,4,9,5,8,5,7,4,5,5,4,4,4,5,3,3,6,7,6,6,6,8,3,9,8,8,4,8,3,4,8,,5.633333333
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Reusability,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Are any portions of the software used by another package? ,No,"Yes, add-ons are supported","Yes, there are extensions","Yes, plugins","Yes, API available","Yes, plugins are supported",No,No,No,No,No,No,"Not shown, but it is a service to get data, so code could be included in other projects.",No,"Yes, there is a limited API in 3.3","Yes, this is a framework","Yes, API",No,"Yes, the software is an API",Yes,Not advertised,Not shown (likely),"Yes, this software is depended on","Yes, this software is depended on","Yes, it is depended on","Yes, this software is depended on","Yes, this software is depended on","Yes, reverse dependencies",Software using GDAL: http://trac.osgeo.org/gdal/wiki/SoftwareUsingGdal,Not advertised,,
2,"Is there convincing evidence that reusability was considered in the design? (API documented, web service, command line tools, …)",No,API documentation,No,"Yes, plugins",API Reference,Plugin documentation,No,No,No,No,No,No,Web service,No,No,"Yes, this is a framework. Command line tools avail.",No,No,API,No,"No, nature of the library","No, nature of plugins",No,"No, nature of python package",No,"No, nature of python package","No, nature of python package","No, nature of plugins",APIs well defined.,API,,
,Overall impression (/10):,5,10,5,8,7,8,5,5,4,5,5,5,7,5,5,7,7,5,8,5,8,7,7,8,7,8,8,8,9,8,,6.633333333
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Portability,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,What platforms is the software advertised to work on?,WIN OSX,WIN LIN OSX,WIN LIN,WIN LIN OSX ANDROID,WIN LIN,WIN LIN OSX,WIN,WIN (desktop) & WIN LIN OSX R (cli),WIN,WIN ANDROID,WIN,WIN,WIN LIN OSX,WIN LIN OSX,JAVA,WIN LIN OSX,WIN LIN OSX,WIN,WIN LIN OSX,LIN OSX,WIN LIN OSX,WIN LIN OSX,WIN LIN OSX,WIN LIN OSX,WIN LIN OSX,WIN LIN OSX,WIN LIN OSX,WIN LIN OSX,WIN LIN OSX,WIN LIN OSX,,
2,"If source code is available, how do they handle portability?  Branch in repository? Conditional compilation? Make file variables? Etc.",N/A,Tools to create installer/packages,Makefile,"Cross platform code, compiled differently based on os",Cross platform code??,Eclipse,N/A,Don't have source code for cli version,N/A,N/A,N/A,N/A,Python,N/A,Java. .bat file for win to launch,Platform specific installation code,Different compilation and platform specific code,N/A,OS-specific branching in setup and make,N/A,Python,R,Python,Python,Differences in makefile,Python,Python,R,R,Python,,
3,Is portability explicity identified as NOT being important?,No,N/A,No,N/A,"Yes, ""MacOS should be possible, but no experiences have been reported yet.""",N/A,No,No,N/A,N/A,Yes. No plans for Mac/Unix,No,N/A,No,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,,
4,"Convincing evidence in their documentation that portability has been achieved?  (For instance they discuss dependency on internal bit representations, new lines and carriage returns, testing, etc.",N/A,N/A,No,No,No,N/A,N/A,No,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,
,Overall impression (/10):,7,9,6,8,5,10,4,5,5,5,5,4,8,5,8,8,8,5,10,7,10,10,10,10,8,10,10,10,10,10,,7.666666667
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,(Surface) Understandability (of the code),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Judge understandability by looking at about 10 source files,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Consistent identation and formatting style?  (Check by selecting some random files and visually comparing.),N/A,Yes,Yes,Yes,Yes,Yes,N/A,Yes,N/A,N/A,N/A,N/A,No,N/A,N/A,Yes,Yes,N/A,Yes,Yes,Yes,No,Yes,Yes,Yes,Not really,Yes,Yes,Yes,Yes,,
2,"Explicit identification of a coding standard?  If there is a standard, what is it?",N/A,No,No,No,No,"Yes, in Developers guide",N/A,No,N/A,N/A,N/A,N/A,No,N/A,N/A,No,Indentation - Allman style using three spaces:,N/A,No,No,No,No,No,Follow python's style guide http://www.python.org/peps/pep-0008.html,"No, but have formatting tool",No,No,No,No,No,,
3,"Does the code use identifiers that are consistent, distinctive, and meaningful?",N/A,Yes,Yes,Yes,Yes,Yes,N/A,Yes,N/A,N/A,N/A,N/A,Yes,N/A,N/A,Yes,Yes,N/A,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,
4,Are constants (other than 0 and 1) hard coded into the program?,N/A,Not that I saw,Not that I saw,Not that I saw,Not that I saw,Not that I saw,N/A,Not that I saw,N/A,N/A,N/A,N/A,No,N/A,N/A,Not that I saw,Not that I saw,N/A,Not that I saw,No,Not that I saw,No,Not that I saw,Not that I saw,Not that I saw,No,Not that I saw,No,Not that I saw,Not that I was,,
5,"Comments : Proper comments written to indicate clear intent of what is being done, not how?",N/A,"Yes, extensive commenting. (parameters, date, etc)",Yes,Yes,Yes,Yes,N/A,Yes,N/A,N/A,N/A,N/A,"Yes, pydoc",N/A,N/A,Yes,"Sparse commenting, but good code",N/A,Yes,Yes,Yes,Yes,"Yes, extensive",Yes,Yes,No,Yes,No,No,Yes,,
6,"For the sample files selected, is name/URL of any algorithm used mentioned?",N/A,Yes http://trac.osgeo.org/grass/browser/grass/trunk/lib/btree2/rbtree.c,No,Yes,Yes,Not that I saw,N/A,Not that I saw,N/A,N/A,N/A,N/A,No,N/A,N/A,Yes http://sourceforge.net/p/openmodeller/svn/HEAD/tree/trunk/openmodeller/src/openmodeller/RocCurve.cpp,Not that I saw,N/A,Not that I saw,Yes,"Mapquest, Google services etc.",No,Not that I saw,Not that I saw,No,No,Yes,Yes in solar.c,No,Not that I saw,,
7,Parameters are in the same order for all functions?,N/A,Yes,Yes,Yes,Not that I saw,Yes,N/A,Yes,N/A,N/A,N/A,N/A,Yes,N/A,N/A,Yes,Yes,N/A,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,,
8,Is code modularized?,N/A,Yes,Yes,Yes,Yes,Yes,N/A,Yes,N/A,N/A,N/A,N/A,Yes,N/A,N/A,Yes,Yes,N/A,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,
9,Descriptive names of source code files?,N/A,Yes,Yes,Yes,Yes,Yes (Java naming conventions),N/A,Not really,N/A,N/A,N/A,N/A,No. rad.py sdm.py,N/A,N/A,Yes,Yes,N/A,Yes,Yes,Yes,No. Must refer to manual,Yes,Yes,Yes,No,"Yes, just one",Not really.. Mode.c edge.c,Yes,Yes,,
10,Is a design document provided? (yes or no),N/A,Yes (Programmers Manual),"Yes, in Developers resources",No,"Yes, http://www.saga-gis.org/en/about/software.html","Yes, in Developers guide",N/A,No,N/A,N/A,N/A,N/A,No,N/A,N/A,No,No,N/A,No,"Yes, Developers manual",No,Yes,Yes,"Yes, in Developer Guide","Yes, in Developers manual",No,No,No,No,No,,
,Overall impression (/10):,1,10,7,9,9,10,1,5,1,1,1,1,6,1,1,8,8,1,6,7,8,3,8,9,10,6,8,4,6,5,,5.366666667
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Interoperability,,,Broken link to extensions repository,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,What (if any) external systems does the software communicate or interoperate with?,Advertised to work with ArcView,Many external libraries & programs like Jgrass (http://udig.refractions.net/gallery/jgrass/),Other softwares in project,GDAL framework on OS X,wxWidgets,"Yes, in application Gallery (http://udig.refractions.net/gallery/)",None,None,None,Android/Windows phones,Microsoft XML Parser,"ERSI ArcGIS, ArcInfo are used in tutorial","(confidence http://lifemapper.org/?page_id=44) PostGRE SQL, PostGIS, GISs, Web, lots more… http://lifemapper.org/?page_id=44",None,None,"GBIF, specisLink, WCS",Plugins,None,"libgdal, Numpy",In software requirements,Many third party services,"sp, rgdal","NumPy, SciPy, GraphViz,…",SciPy stack,PostgreSQL,Interface to Proj.4 library,None. Pure python,sp,sp,libgeos,,
2,Is there a workflow that uses other softwares?,No,Not explicit,Not explicit,Not explicit,Not explicit,Not explicit,No,Conefor input generating GIS plugins,Not explicit,Not explicit,Not explicit,"ERSI ArcGIS, ArcInfo are used in tutorial",Not explicit,No,No,"Yes, this is a framework (MAXENT, GARP algorithms) add more:http://openmodeller.sourceforge.net/alg_manual.html",Not explicit,Not explicit,Not explicit,Not explicit,Uses softwares to get geo data,not explicit,Not explicit,Not explicit,Not explicit,No,Not explicit. Used for files for other projects,Not explicit,Not explicit,Not explicit,,
3,If there are external interactions are the interfaces (API) clearly defined?,N/A,Yes (Add-ons),"Yes, developer documentation","Yes, plugins",API,Yes (Plugins),None,N/A,No,N/A,No,N/A,Yes,N/A,"Yes, limited API in v3.3","Yes, this is a framework",http://trac.osgeo.org/ossim/wiki/ossimPlanetAPI,N/A,Yes,N/A,"Yes, Api","Yes, extensive documentation",Yes,Yes,Yes,Yes,Yes,"Yes, this software is externally depended on",Functions are documented well,Yes API,,
,Overall impression (/10):,6,8,8,8,8,8,4,8,5,5,5,6,9,5,6,8,7,5,7,5,8,8,8,9,8,8,9,8,9,8,,7.133333333
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Visibility/Transparencey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,"Is the development process defined?  If yes, what process is used.",No,Yes. Very clearly in the Programmers manual,"Too many developers guides, overwhelming",Yes,"Yes, contributors guidelines, ","Yes, very clearly in the Developers guide",No,No,No,No,No,No,No,No,No,"No, but development roles defined","No, but development tips provided",No,No,"Yes, in contributors guidelines",No,No,"No, but developer's manual exists",No,Developers guide,No,No,No,No,No,,
2,Ease of external examination relative to the average of the other products being considered? (number between 1 and 10),5,10,4,8,7,10,3,6,4,6,7,6,6,4,9,6,6,4,4,8,9,5,9,4 sourceforge/github/main site,8,6,9,9,4,9,,
,Overall impression (/10):,5,10,4,8,7,10,3,6,4,6,7,6,6,4,9,6,6,4,4,8,9,5,9,4,8,6,9,9,4,9,,6.5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Reproducibility,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,"There is a record of the environment used for their development and testing, including OS, libraries and version numbers?",No,No,No,No,No,Yes (http://udig.refractions.net/confluence/display/ADMIN/02+Development+Environment),No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,"Yes, Development setup https://github.com/scipy/scipy/blob/master/HACKING.rst.txt#recommended-development-setup",No,No,No,No,No,"No, but virtual environment is preferred",,
2,Is test data available for verification?,"Sample data, not for verification","Sample data, test suite",Tests exist,"Sample data available, test suite available",Tests available,"Sample data, test suite",No,"Yes, but not for verification",No,"Sample data, but not for verification",No,"Yes, in tutorial zip","Sample data available, not for verification",No,"Sample data, not for verification","Sample data, test suite","Yes, test suite","Sample data available, not for verification",Tests,Test suite,test suite,No,Test suite,Test suite,"Yes, test suite & make check",Test suite,Test suite,No,Tests available,"No, but tests exist",,
3,What (if any) automated tools are used to capture experimental context? (Madascar? Virtual machine? Etc?),None,None,None,No,None,None,None,None,None,None,None,None,None,No,No,None,None,None,Vagrantfile,None,No,None,No,None,None,None,None,None,None,None,,
,Overall impression (/10):,6,8,6,8,7,9,4,5,5,5,5,4,7,4,5,6,7,5,8,7,8,4,9,9,7,7,9,4,6,7,,6.366666667
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,5.769230769,9.307692308,6.615384615,8.076923077,6.769230769,8.384615385,4.153846154,5.538461538,4.923076923,5.230769231,5.538461538,5.076923077,6.461538462,4.615384615,5.538461538,6.923076923,6.769230769,5.230769231,6.692307692,6.384615385,7.538461538,6.076923077,7.923076923,8.076923077,8.230769231,6.692307692,8.384615385,6.461538462,6.230769231,7.153846154,6.586206897,
,"Overall subjective grade on software (F, D, C, B or A):",B-,A+,B+,A-,B,A,D,D,D,C,B-,B+,B-,C-,C,B,B,B-,B,B+,B,B-,A,A,A,B,A+,A,C+,B,,
,Time Required for assessment:,1:00,1:30,1:00,1:40,1:30,1:45,1:20,1:00,0:45,1:30,1:00,2:00,1:30,1:20,1:00,1:30,1:30,1:00,1:20,1:15,0:45,0:45,1:00,1:30,1:20,1:00,0:45,1:30,1:20,1:00,,
,,,,,,,,,CITE,,,,CITE,,,,CITE,,,,,,CITE,,BIBTEX,,,,,CITE,,,
,,,,,,,,,"Saura, S. & J. Torn_. 2009. Conefor Sensinode 2.2: a software package for quantifying the importance of habitat patches for landscape connectivity. Environmental Modelling & Software 24: 135-139.",,,,"McGarigal, K., SA Cushman, and E Ene. 2012. FRAGSTATS v4: Spatial Pattern Analysis Program for Categorical and Continuous Maps. Computer software program produced by the authors at the University of Massachusetts, Amherst. Available at the following web site: http://www.umass.edu/landeco/research/fragstats/fragstats.html",,,,"Mu–oz, M.E.S., Giovanni, R., Siqueira, M.F., Sutton, T., Brewer, P., Pereira, R.S., Canhos, D.A.L. & Canhos, V.P. (2009) ""openModeller: a generic approach to species' potential distribution modelling"". GeoInformatica. DOI: 10.1007/s10707-009-0090-7",,,,,,"BIBTEX &Sarah C. Goslee (2011). Analyzing Remote Sensing Data in R: The landsat Package. Journal of Statistical Software, 43(4), 1-25. URLhttp://www.jstatsoft.org/v43/i04/.",,"@Misc{,",,,,,"GDAL. 201x. GDAL - Geospatial Data Abstraction Library: Version x.x.x, Open Source Geospatial Foundation, http://gdal.osgeo.org",,,
,,,,,,,,,,,,,,,,,,,,,,,,,"  author =    {Eric Jones and Travis Oliphant and Pearu Peterson and others},",,,,,"@Manual{GDAL ,",,,
,,,,,,,,,,,,,,,,,,,,,,,,,"  title =     {{SciPy}: Open source scientific tools for {Python}},",,,,,"title = {GDAL - Geospatial Data Abstraction Library, Version x.x.x},",,,
,,,,,,,,,,,,,,,,,,,,,,,,,"  year =      {2001--},",,,,,"author = {{GDAL Development Team}},",,,
,,,,,,,,,,,,,,,,,,,,,,,,,"  url = ""http://www.scipy.org/""",,,,,"organization = {Open Source Geospatial Foundation},",,,
,,,,,,,,,,,,,,,,,,,,,,,,,},,,,,"year = {201x},",,,
,,,,,,,,,,,,,,,,,,,,,,,,,http://www.scipy.org/scipylib/citing.html,,,,,"url = { http://www.gdal.org}, ",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,},,,
