7,What is the user support model? FAQ? User forum? E-mail address to direct questions? Etc.,List of support models,"GitHub issues, email","Mailing list, forum",Mailing lists,Issue tracker (support) and email,Email,"GitHub issues, forum",Email,Email,"Mailing list, bug tracker, email","Mailing lists, FAQ",Email,"Mailing list, email","Forums, bug reporter",Email,"Issue tracker (pw protected), email",Mailing list,"Mailing list, FAQ, contact","Email, FAQ","Built-in, email","Courses, paid, bug tracker",Paid support possibly http://wias-berlin.de/software/tetgen/1.5/FAQ-license.html,Email,Email,Email,"Mailing list, forum, Twitter","Support DB, commerical (plans)","FAQ, email, docs",,,,,,,"Bug tracker (pw protected), email"
,Overall impression (/10):,,6,7,4,7,6,5,4,3,7,6,5,6,7,4,3,4,6,6,5,6,7,4,5,5,6,5,6,,5.518518519,,,,,7
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Maintainability,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Is there a history of multiple versions of the software?,"Yes, No, Unclear (possibly including explanatory text)",Yes,"Yes, not for download?","Yes, not all available for download","Yes, not for download",Yes,Yes,No,Yes,Yes,Yes,"Yes, not for download",No,Yes,Yes,Yes,"Yes, not for download.","Yes, for download in different versions of trilinos",Yes,No,Yes,"Yes, not for download","Yes, not for download","Yes, not for download",No,Yes,"Yes, by year, not for download","Yes, not for download",,,,,,,"Yes, not for download (source tree available, of course)"
2,"Is there any information given on how code is reviewed, or how to contribute?","Yes, No, N/A (possibly including explantory text)",GitHub,"Yes, in Developers Manual",No,No,No,GitHub,No,No,No,No,No,Bitbucket,No,No,Yes - Gitlab,No,No,No,No,"Yes, contribute code page",No,No,No,No,GitHub,No,No,,,,,,,No
3,Is there a changelog?,"Yes, No (possibly including explantory text)","Yes, (.old)",Yes,No,No,Yes,"Yes, small",No,Yes,Yes,"Yes, small",No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,No,,,,,,,Yes
4,What is the most common type of maintenance? Corrective/Adaptive or Perfective?,"Corrective, Adaptive, Prescriptive, Unclear, N/A (possibly including explanatory text)",Corrective. No further development will be done,Corrective,Corrective,Corrective,Unclear,"Corrective, Perfective",Unclear,Unclear,Perfective,Corrective,Unclear,Unclear,Corrective,Unclear,"Corrective, adaptive and perfective",Unclear,Unclear,Corrective,Unclear,Corrective,Unclear,Unclear,Unclear,Unclear,Perfective,Unclear,Unclear,,,,,,,Unclear
5,What issue tracking tool is employed?,"Trac, JIRA, Redmine, Remine?, N/A, Unclear, Need an account to view, Email, Discussion board, Sourceforge, Google code",GitHub,FusionForge,Trac,SourceForge,Unclear,GitHub,Unclear,Unclear,Trac,Habitat,Unclear,Unclear. BitBucket? 0 tickets,SourceForge,Unclear,GitLab,Unclear. SF? 0 tickets,Unclear,HTML web page,Unclear,Self-made?,Unclear,Self-made,Unclear,Unclear,GitHub,Unclear,Unclear,,,,,,,Redmine
6,Are the majority of identified bugs fixed?,"Yes, No, Unclear, N/A (possibly including explanatory text)",Yes,No,No,No,Unclear,No,Unclear,Unclear,Yes,No,Unclear,Unclear,No,Unclear,Yes,Unclear,Unclear,Unclear,Unclear,No,Unclear,Unclear,Unclear,Unclear,Yes,Unclear,Unclear,,,,,,,Unclear
7,"Which concurrent versioning system is in use (git, svn, mercurial, none, etc.)","SVN, CVS, Git, GitHub, N/A, Unclear, Need an account to view, ",Git,SVN,Git,SVN,Unclear,Git,Unclear,Unclear,SVN,SVN,Unclear,Git,SVN,Git (Bitbucket),Git,Unclear,Git,Unclear,SVN,Git,Unclear,SVN? Or just uploading files,Unclear,Unclear,Git,Unclear,Unclear,,,,,,,SVN
8,Is there convincing evidence that maintainability was considered in the design?,"Yes, No, Unclear (explanatory text for Yes answer)",No,No,No,No,No,No,No,No,No,No,No,"Advertised as "".. Easy extensibility"", but no convincing evidence",No,No,"Yes - plugins, api doc, doxygen, no doc of module secrets",No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,No
9,Are there code clones? (worth investigating where feasible),"Yes, No, Unclear (possibly including explanatory text)",,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,
,Overall impression (/10):,,8,7,6,5,4,7,3,5,7,5,4,4,6,5,8,4,4,4,4,6,4,3,3,3,8,4,4,,4.888888889,,,,,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Reusability,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Are any portions of the software used by another package? ,"Yes, No, N/A, Unclear (possibly  including explanatory text)",No,Framework,Framework,No,No,No,No,No,No,No,No,No,"Yes, plugins",No,No,"Yes, this is a framework of tools",This is a suite of software,"Yes, this software is depended on","Yes, possibly","Yes, this software is depended on. Eg. Discretizer","Yes, this software is relied upon (ex. GMSH)",No,No,No,No,Plug-ins,Plug-ins can be created,,,,,,,No
2,"Is there convincing evidence that reusability was considered in the design? (API documented, web service, command line tools, Ä)","Yes, No, N/A, Unclear (explanatory text for Yes answer)",No,No,No,No,No,No,No,No,No,No,No,No,"No, blank plugin documentation",No,"yes -- API documented, uses other libraries by same authors (Open Mesh","Yes, framework",No,No,No,No,No,No,No,No,No,No,No,,,,,,,No
,Overall impression (/10):,,5,7,7,5,5,5,5,5,5,5,5,5,7,5,8,7,5,6,5,6,6,5,5,5,5,7,7,,5.555555556,,,,,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Portability,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,What platforms is the software advertised to work on?,"power set of {Windows, Linux, Mac OS X, Android}",WIN UNIX,WIN LIN OSX,LIN OSX,WIN LIN,WIN LIN OSX,WIN LIN,WIN,WIN LIN,WIN LIN OSX,WIN LIN OSX,WIN (cygwin) LIN OSX,WIN LIN OSX,WIN LIN OSX IOS ANDROID,UNIX,WIN LIN OSX,LIN OSX,UNIX,WIN UNIX,WIN LIN OSX,LIN,WIN LIN OSX,WIN UNIX,WIN,WIN LIN OSX,WIN UNIX,WIN,WIN,,,,,,,WIN LIN OSX
2,"If source code is available, how do they handle portability?  Branch in repository? Conditional compilation? Make file variables? Etc.","Cross platform code, Eclipse, Python, R, Makefile, N/A, Unclear (possibly including explanatory note)",Makefile,"Makefile, cross platform build/compile",Cross platform code,"Cross platform code, GUI","Cross platform code (MATLAB, C++)",Specific windows tools bundled in folder,N/A,"N/A for exe, cross platform code",cmake (cross platform building),MATLAB/Octave code,Makefile,Python environment setup,"Makefile, IOS, ANDROID separate",N/A,cmake Cross platform build system; Qt,Different install processes.,cmake,cmake,Subdirectories in source files,N/A,cmake,"Makefiles, packages",N/A,Unclear,Makefile,N/A,N/A,,,,,,,cmake Cross platform build system
3,Is portability explicity identified as NOT being important?,"Yes, No, N/A, Unclear (possibly  including explanatory text)",N/A. Portability has been achieved but author hasn't tested on all systems.,N/A,No,N/A,N/A,No,No,No,N/A,N/A,No,N/A,N/A,No,No,No,No,N/A,N/A,No,N/A,No,No,N/A,N/A,No,No,,,,,,,No
4,"Convincing evidence in their documentation that portability has been achieved?  (For instance they discuss dependency on internal bit representations, new lines and carriage returns, testing, etc.","Yes, No, N/A, Unclear (including explanatory text for Yes answer)",N/A,N/A,No,N/A,N/A,"No, no explicit OSX support",No,N/A,N/A,N/A,No,N/A,N/A,N/A,yes -- multiple binary builds for different platforms,No,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"N/A, using Cmake (cross platform build system)",N/A,N/A,,,,,,,N/A
,Overall impression (/10):,,6,8,6,8,9,6,5,6,8,8,7,7,10,5,9,4,6,7,9,5,9,6,5,8,7,5,5,,6.777777778,,,,,8
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,(Surface) Understandability (of the code),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Judge understandability by looking at about 10 source files,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Consistent identation and formatting style?  (Check by selecting some random files and visually comparing.),"Yes, No, N/A, Unclear (possibly  including explanatory text)",Yes,Yes,Yes,Yes,Yes,Yes,N/A,N/A,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,N/A,Yes,N/A,N/A,,,,,,,Yes
2,"Explicit identification of a coding standard?  If there is a standard, what is it?","Yes, No, N/A, Unclear (if yes, what is the coding standard)",No,"No, but coding conventions exist",No,No,No,No,N/A,N/A,No,No,No,No,"No, but give code writing tips in documentation",No,No,No,No,No,No,"Yes, http://www.openfoam.org/contrib/code-style.php",No,No,No,N/A,No,N/A,N/A,,,,,,,No
3,"Does the code use identifiers that are consistent, distinctive, and meaningful?","Yes, No, N/A, Unclear (possibly  including explanatory text)",Yes,Yes,No,Yes,Yes,Yes,N/A,N/A,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,N/A,Yes,N/A,N/A,,,,,,,Yes
4,Are constants (other than 0 and 1) hard coded into the program?,"Yes, No, N/A, Unclear (possibly  including explanatory text)",No,Yes,No,No,Yes,No,N/A,N/A,No,No,No,No,No,No,"Yes-- many values like 2.0, 0.5 etc are throughout the code - not sure
  why symbolic names are not used",No,No,No,No,No,No,Yes,No,N/A,No,N/A,N/A,,,,,,,No
5,"Comments : Proper comments written to indicate clear intent of what is being done, not how?","Yes, No, N/A, Unclear (possibly  including explanatory text)",Yes,Yes,Yes,Yes,Yes,Yes,N/A,N/A,Yes,Yes,"Yes, in french",Yes,Yes,Yes,"no - many are clear, but complex modules, like Algorithms.cc in ACG do
  not have many comments.  What does the code do?",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,N/A,Yes,N/A,N/A,,,,,,,Yes
6,"For the sample files selected, is name/URL of any algorithm used mentioned?","Yes, No, N/A, Unclear (possibly  including explanatory text)",No,Yes,No,Yes,Yes,No,N/A,N/A,Yes,No,No,No,No,Yes,no -- under ACG algorithms module (Algorithms.cc) does not explain what,Yes,No,No,No,No,Yes,No,No,N/A,No,N/A,N/A,,,,,,,No
7,Parameters are in the same order for all functions?,"Yes, No, N/A, Unclear (possibly  including explanatory text)",Yes,Yes,Yes,Yes,Yes,Yes,N/A,N/A,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,N/A,Yes,N/A,N/A,,,,,,,Yes
8,Is code modularized?,"Yes, No, N/A, Unclear (possibly  including explanatory text)",Yes,Yes,Yes,Yes,Yes,Yes,N/A,N/A,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"Yes, one file though",N/A,Yes,N/A,N/A,,,,,,,Yes
9,Descriptive names of source code files?,"Yes, No, N/A, Unclear (possibly  including explanatory text)",Yes,Yes,Yes,Yes,Yes,Yes,N/A,N/A,Yes,Yes,No,Yes,Yes,Yes,"no -- what is SmartTaggerT, why is it under Mesh?  Why aren't the mesh data structures or algorithms under Mesh?",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,N/A,Yes,N/A,N/A,,,,,,,Yes
10,Is a design document provided? (yes or no),"Yes, No, N/A, Unclear (if yes, pointer to design document)",No,"Yes, in developers manual","Yes, in users manual",No,No,No,N/A,N/A,No,No,No,No,"Yes, in compilation instructions",No,"yes - doxygen doc, programmer's manual",No,No,No,No,Yes,No,No,No,N/A,No,N/A,N/A,,,,,,,No
,Overall impression (/10):,,7,9,8,8,8,7,1,1,8,7,6,7,8,8,5,8,7,7,7,9,8,7,6,1,7,1,1,,6.259259259,,,,,7
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Interoperability,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,What (if any) external systems does the software communicate or interoperate with?,List,None,"Yes, GMP, OpenGL, Qt, etc","ACIS, Cubit, or Open.Cascade","OpenFOAM, Paraview, fxruby (GUI)",None,"VTK, Qt, Netgen (tetrahedral)",None,Author's polygonView libraries,"FLTK, OpenGL, Netgen, TetGen & more",CGAL binary included,None,"MATLAB, Python",VCG Library,None,yes -- can add plugins,"Rest of Overture framework, A++, P++, OpenGL, Ä","Many, listed here http://trilinos.sandia.gov/third-party_libraries.html","There is a C++ interface, R interface, MATLAB reverse dependency, bundled in octave, mathematica, and geomview",None,12 (build-essential flex bison cmake zlib1g-dev qt4-dev-tools libqt4-dev gnuplot libreadline-dev libncurses-dev libxt-dev),"GMSH, and more",None,None,None,None,Microsoft .NET framework,None,,,,,,,None
2,Is there a workflow that uses other softwares?,"Yes, No, N/A, Unclear (possibly  including explanatory text)",No,No,No,No,No,No,No,"Yes, can use geomview to view mesh files too. No documentation for this action",No,No,No,No,No,No,"yes - add new plugin, see papers",No,No,No,No,No,No,No,No,No,No,Other Autodesk softwares,No,,,,,,,No
3,If there are external interactions are the interfaces (API) clearly defined?,"Yes, No, N/A, Unclear (possibly  including explanatory text)",N/A,N/A,"Yes, in user manual",N/A rdoc exists for documentation,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"No, blank ""Writing a Plugin"" documentation",N/A,yes,Yes,No,Yes,"No, tutorial is in progress",Yes,"Yes, in user manual",N/A,N/A,N/A,N/A,Yes in Developer section,N/A,,,,,,,N/A
,Overall impression (/10):,,5,8,7,6,5,7,5,6,7,6,5,6,6,5,8,7,6,7,5,7,8,5,5,5,5,8,5,,6,,,,,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Visibility/Transparencey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,"Is the development process defined?  If yes, what process is used.","Yes, No, N/A, Unclear (possibly  including explanatory text)","Yes, GitHub","Yes, in Developer Manual",No,No,No,"Yes, GitHub",No,No,No,No,No,No,"No, students get graded on new plugins",No,No,No,No,No,No,"Yes, in code development section",No,No,No,No,"Yes, Github",No,No,,,,,,,No
2,Ease of external examination relative to the average of the other products being considered? (number between 1 and 10),number between 1 and 10,"6 (two sites, and need to look for info in package)","8 (one main site, all information available) (another developer site https://gforge.inria.fr/projects/cgal/)",6 (TRAC and BitBucket site),"4 (site, ""old"" (better) site, and SF)","6 (one site, one page)",7 (two sites),"5 (one site, not much information, spanish manual)",7 (one page),8 (one site),7,"7 (one site, lots of information) hard to read","7 (one site, decent amount of information)",8 (one site),"7(wiki, bitbucket)","5 (confusing documentation, multiple sites, svn and git repos)","6 (one site, external tutorials)","5 (pamgen, trilinos, git, google code)","6 (one site, good info, external tutorials bad)","7 (two sites, main and bad repo site)","7  (one site, great info. Bad bug tracker)","8 (one site, good content)",8 (one site),"4 (one site, not much information)",5 (one site),5 (three sites & need to look for info in package),"5 (one site, not much info for non-paid members)","7 (one site, lots of info, bad design)",,,,,,,"8 (one site, good site)"
,Overall impression (/10):,,7,9,6,4,6,7,6,7,7,7,7,7,7,7,5,6,5,6,7,7,8,8,4,5,6,5,7,,6.518518519,,,,,8
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Reproducibility,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,"There is a record of the environment used for their development and testing, including OS, libraries and version numbers?","Yes, No, N/A, Unclear (possibly  including explanatory text)",No,No,No,No,No,"Yes, build instructions for specific platforms",No,No,No,No,No,No,No,"Yes, OS X 10.5.4, Ubuntu 8.10",No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,No
2,Is test data available for verification?,"Yes, No, N/A, Unclear (possibly  including explanatory text)",No,"Yes, tests","Yes, tests","No, sample data not for verification",No,No,No,"No, sample data not for verification",No,No,"Sample data available, not for verification",No,No,"No, sample data not for verification",No,Yes,"Yes, test suite","Yes, test suite","Sample data, but not for verification",No,No,No,No,No,"Yes, test suite",No,"Yes, but not for verification",,,,,,,"Yes, test suite"
3,What (if any) automated tools are used to capture experimental context? (Madascar? Virtual machine? Etc?),List,None,None,No,None,None,None,None,None,None,None,None,None,None,None,No,None,None,None,None,None,None,None,None,No,None,None,None,,,,,,,None
,Overall impression (/10):,,5,7,8,6,5,7,5,6,5,5,6,5,5,6,5,7,7,7,5,5,5,5,5,5,7,5,6,,5.814814815,,,,,7
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,6.692307692,8.153846154,6.538461538,6.692307692,5.923076923,6.538461538,4.384615385,5.538461538,7.230769231,6.615384615,6.461538462,6.384615385,7.230769231,6.461538462,,6.076923077,6.769230769,7,6.461538462,7.461538462,7.538461538,5.384615385,4.923076923,5.076923077,6.538461538,6.153846154,6.076923077,6.407407407,,,,,,6.692307692
,"Overall subjective grade on software (F, D, C, B or A):",,B,A+,B,B+,C,B,D,C,A,B,B+,B-,B+,C+,B-,C+,B,A,C+,A,A+,C-,D,D,B,B-,B-,,,,,,,B
,Time Required for assessment:,,2:00,2:30,2:00,2:00,1:00,1:30,0:55,1:00,2:00,1:30,2:00,1:30,1:30,1:30,5:00,2:20,2:30,1:30,1:45,1:50,1:20,2:00,0:45,1:30 after waiting for the downloadÄ.,1:30,1:30,1:30,,,,,,,1:30
,,,,"@misc{cgal,",,,,,,,"C. Geuzaine and J.-F. Remacle. Gmsh: a three-dimensional finite element mesh generator with built-in pre- and post-processing facilities. International Journal for Numerical Methods in Engineering 79(11), pp. 1309-1331, 2009.",,,,"Explicitly cite in your work that you have used MeshLab, a tool developed with the support of the 3D-CoForm project,",,,,,"Barber, C.B., Dobkin, D.P., and Huhdanpaa, H.T., ""The Quickhull algorithm for convex hulls,"" ACM Trans. on Mathematical Software, 22(4):469-483, Dec 1996, http://www.qhull.org",,,,,,,,,,,,,,,,
,,,,"    title = ""\textsc{Cgal}, {C}omputational {G}eometry {A}lgorithms {L}ibrary"",",,,,,,,,,,,Post a couple of lines in the users' forum describing the project where MeshLab was used.,,,,,,,,,,,,,,,,,,,,,
,,,,"    note  = ""http://www.cgal.org""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
